pe_gap,ce_gap,pe_symbol_gap,ce_symbol_gap,target_pct,stop_loss_pct,max_open_positions,total_pnl,total_trades,win_rate,avg_trade,max_drawdown,final_cum_pnl
30,20,200,100,0.5,0.5,5,393355.0,863,63.73117033603708,455.7995365005794,-206303.75,393355.0
40,40,100,100,0.6,0.75,3,391577.375,684,67.83625730994152,572.4815423976609,-221010.375,391577.375
40,40,100,100,0.6,0.75,5,391577.375,684,67.83625730994152,572.4815423976609,-221010.375,391577.375
30,20,100,200,0.6,0.5,3,391331.0,863,61.52954808806489,453.4542294322132,-180159.5,391331.0
30,20,100,200,0.6,0.5,5,391331.0,863,61.52954808806489,453.4542294322132,-180159.5,391331.0
30,20,200,200,0.7,0.75,3,390026.625,863,67.90266512166859,451.9427867902665,-296511.0,390026.625
30,20,200,200,0.7,0.75,5,390026.625,863,67.90266512166859,451.9427867902665,-296511.0,390026.625
40,40,200,150,0.7,0.5,3,389784.0,684,59.210526315789465,569.859649122807,-129984.75,389784.0
40,40,200,150,0.7,0.5,5,389784.0,684,59.210526315789465,569.859649122807,-129984.75,389784.0
30,20,200,100,0.6,0.75,3,388318.625,863,67.67091541135574,449.96364426419467,-313983.875,388318.625
30,20,200,100,0.6,0.75,5,388318.625,863,67.67091541135574,449.96364426419467,-313983.875,388318.625
40,20,200,150,0.7,1.0,3,387861.5,767,71.05606258148632,505.6864406779661,-305012.5,387861.5
40,20,200,150,0.7,1.0,5,387861.5,767,71.05606258148632,505.6864406779661,-305012.5,387861.5
40,20,200,200,0.7,0.5,3,386682.74999999994,767,59.0612777053455,504.1496088657105,-178008.75,386682.75
40,20,200,200,0.7,0.5,5,386682.74999999994,767,59.0612777053455,504.1496088657105,-178008.75,386682.75
40,20,150,150,0.6,0.5,3,386507.25,767,60.495436766623214,503.9207953063885,-173622.25,386507.25
40,20,150,150,0.6,0.5,5,386507.25,767,60.495436766623214,503.9207953063885,-173622.25,386507.25
30,40,100,150,0.6,0.5,3,386439.5,780,61.66666666666667,495.4352564102564,-142434.0,386439.5
30,40,100,150,0.6,0.5,5,386439.5,780,61.66666666666667,495.4352564102564,-142434.0,386439.5
40,20,150,200,0.7,0.75,3,385149.875,767,67.79661016949152,502.15107561929597,-241517.0,385149.875
40,20,150,200,0.7,0.75,5,385149.875,767,67.79661016949152,502.15107561929597,-241517.0,385149.875
20,40,100,150,0.7,0.75,3,384894.25,531,65.16007532956685,724.8479284369115,-84348.0,384894.25
